COU,Country,GDP (constant 2010 US$),GINI index (World Bank estimate),"Literacy rate, adult total (% of people ages 15 and above)",Population density (people per sq. km of land area),"Probability of dying at age 5-14 years (per 1,000 children age 5)",Year
ITA,Italy,2085990000000.0,0.0,0.0,206.1178282,0.0,2016
JAM,Jamaica,13815398566.0,0.0,0.0,266.0530933,0.0,2016
JOR,Jordan,30811666897.0,0.0,0.0,106.50824509999998,0.0,2016
JPN,Japan,6052670000000.0,0.0,0.0,348.350096,0.0,2016
KAZ,Kazakhstan,188309000000.0,27.2,0.0,6.591123088,0.0,2016
KEN,Kenya,55409227068.0,0.0,0.0,85.14876305,0.0,2016
KGZ,Kyrgyz Republic,6346700788.0,26.8,0.0,31.69708029,0.0,2016
KHM,Cambodia,16995073301.0,0.0,0.0,89.29509404,0.0,2016
KIR,Kiribati,199497490.0,0.0,0.0,141.2283951,0.0,2016
KNA,St. Kitts and Nevis,906391441.9,0.0,0.0,210.85,0.0,2016
KWT,Kuwait,142857000000.0,0.0,0.0,227.4177329,0.0,2016
LAO,Lao PDR,11102149875.0,0.0,0.0,29.28229203,0.0,2016
LBN,Lebanon,42550138576.0,0.0,0.0,587.1620723,0.0,2016
LBR,Liberia,2514789742.0,35.3,0.0,47.90098629999999,0.0,2016
LBY,Libya,36808842613.0,0.0,0.0,3.576646737,0.0,2016
LCA,St. Lucia,1487669434.0,51.2,0.0,291.8278689,0.0,2016
LIE,Liechtenstein,0.0,0.0,0.0,235.4125,0.0,2016
LKA,Sri Lanka,79903861972.0,39.8,92.38690186,338.11194389999997,0.0,2016
LSO,Lesotho,2980011719.0,0.0,0.0,72.58962451,0.0,2016
LTU,Lithuania,45732868896.0,0.0,0.0,45.78766499,0.0,2016
LUX,Luxembourg,62554580195.0,0.0,0.0,239.51193419999998,0.0,2016
LVA,Latvia,28830703315.0,0.0,0.0,31.51394339,0.0,2016
MAC,"Macao SAR, China",31920753720.0,0.0,96.53849029999999,20137.07262,0.0,2016
MAF,St. Martin (French part),0.0,0.0,0.0,587.2977941,0.0,2016
MAR,Morocco,114660000000.0,0.0,0.0,79.04276496,0.0,2016
MCO,Monaco,7375894040.0,0.0,0.0,19249.5,0.0,2016
MDA,Moldova,7354798041.0,26.3,0.0,123.73128510000001,0.0,2016
MDG,Madagascar,10356200861.0,0.0,0.0,42.78884668,0.0,2016
MDV,Maldives,3661313683.0,0.0,0.0,1425.853333,0.0,2016
MEX,Mexico,1258560000000.0,43.4,94.85961914,65.60890095,0.0,2016
MHL,Marshall Islands,179041793.9,0.0,0.0,294.8111111,0.0,2016
MKD,North Macedonia,10918190833.0,0.0,0.0,82.522046,0.0,2016
MLI,Mali,13421822111.0,0.0,0.0,14.74756964,0.0,2016
MLT,Malta,11868476821.0,0.0,0.0,1422.9875,0.0,2016
MMR,Myanmar,74463144018.0,0.0,75.55120087,80.9781696,0.0,2016
MNE,Montenegro,4659423186.0,0.0,0.0,46.26788104,0.0,2016
MNG,Mongolia,11816629564.0,32.3,0.0,1.948684312,0.0,2016
MNP,Northern Mariana Islands,1044846154.0,0.0,0.0,119.6152174,0.0,2016
MOZ,Mozambique,14846118925.0,0.0,0.0,36.6609985,0.0,2016
MRT,Mauritania,5566613311.0,0.0,0.0,4.172909673,0.0,2016
MUS,Mauritius,12424514917.0,0.0,93.15783691,622.4004926,0.0,2016
MWI,Malawi,8710171729.0,44.7,0.0,191.8919707,0.0,2016
MYS,Malaysia,344272000000.0,0.0,93.73470306,94.92395374,0.0,2016
NAM,Namibia,14938635789.0,0.0,0.0,3.01195569,0.0,2016
NCL,New Caledonia,0.0,0.0,0.0,15.128555800000003,0.0,2016
NER,Niger,8107346610.0,0.0,0.0,16.32034973,0.0,2016
NGA,Nigeria,456775000000.0,0.0,0.0,204.2114255,0.0,2016
NIC,Nicaragua,11955466051.0,0.0,0.0,51.10460362,0.0,2016
NLD,Netherlands,897959000000.0,0.0,0.0,505.50056399999994,0.0,2016
NOR,Norway,473214000000.0,0.0,0.0,14.3363165,0.0,2016
NPL,Nepal,19891395830.0,0.0,0.0,202.1818696,0.0,2016
NRU,Nauru,125930267.7,0.0,0.0,652.45,0.0,2016
NZL,New Zealand,176129000000.0,0.0,0.0,17.82385781,0.0,2016
OMN,Oman,74768270221.0,0.0,94.89998627,14.29648465,0.0,2016
PAK,Pakistan,227867000000.0,0.0,0.0,250.6271741,0.0,2016
PAN,Panama,44846154387.0,50.4,0.0,54.26579231,0.0,2016
PER,Peru,193653000000.0,43.6,94.17366791,24.82331172,0.0,2016
PHL,Philippines,284349000000.0,0.0,0.0,346.5144783,0.0,2016
PLW,Palau,227328191.3,0.0,0.0,46.74565217,0.0,2016
PNG,Papua New Guinea,19330660418.0,0.0,0.0,17.85317979,0.0,2016
POL,Poland,573324000000.0,30.8,0.0,124.008253,0.0,2016
PRI,Puerto Rico,94310815718.0,0.0,0.0,384.0467869,0.0,2016
PRT,Portugal,232444000000.0,0.0,0.0,112.71638940000001,0.0,2016
PRY,Paraguay,34496738802.0,47.9,94.65023804,16.92753083,0.0,2016
PSE,West Bank and Gaza,11767216976.0,33.7,96.93022919,756.0740864,0.0,2016
PYF,French Polynesia,0.0,0.0,0.0,76.55956284,0.0,2016
QAT,Qatar,170685000000.0,0.0,93.14530182,221.34401380000003,0.0,2016
ROU,Romania,201690000000.0,0.0,0.0,85.63252782,0.0,2016
RWA,Rwanda,8804722944.0,43.7,0.0,483.07693550000005,0.0,2016
SAU,Saudi Arabia,690069000000.0,0.0,0.0,15.01411227,0.0,2016
SDN,Sudan,76149479953.0,0.0,0.0,22.68897306,0.0,2016
SEN,Senegal,21420420044.0,0.0,0.0,80.04785748,0.0,2016
SGP,Singapore,299170000000.0,0.0,97.04959106,7908.720563,0.0,2016
SLB,Solomon Islands,900859053.1,0.0,0.0,21.41546981,0.0,2016
SLE,Sierra Leone,3355384560.0,0.0,0.0,102.4686894,0.0,2016
SLV,El Salvador,21588556595.0,40.0,88.14176941,306.2124517,0.0,2016
SMR,San Marino,1769389085.0,0.0,0.0,553.3833333,0.0,2016
SOM,Somalia,0.0,0.0,0.0,22.823342999999998,0.0,2016
SRB,Serbia,41308012850.0,0.0,98.84150696,80.70343014,0.0,2016
SSD,South Sudan,0.0,0.0,0.0,0.0,0.0,2016
SUR,Suriname,4469836830.0,0.0,0.0,3.5792820510000003,0.0,2016
SVK,Slovak Republic,104804000000.0,0.0,0.0,112.95336940000001,0.0,2016
SVN,Slovenia,50511749002.0,0.0,0.0,102.5241808,0.0,2016
SWE,Sweden,557637000000.0,0.0,0.0,24.36248803,0.0,2016
SWZ,Eswatini,5342437662.0,0.0,0.0,78.08709302,0.0,2016
SXM,Sint Maarten (Dutch part),0.0,0.0,0.0,1175.558824,0.0,2016
SYC,Seychelles,1287449683.0,0.0,0.0,205.81956519999997,0.0,2016
TCA,Turks and Caicos Islands,0.0,0.0,0.0,36.73684211,0.0,2016
TCD,Chad,12642608725.0,0.0,22.31155014,11.47755956,0.0,2016
TGO,Togo,4851225904.0,0.0,0.0,139.848759,0.0,2016
THA,Thailand,407015000000.0,36.9,0.0,134.79127409999998,0.0,2016
TJK,Tajikistan,8456824084.0,0.0,0.0,62.93645796,0.0,2016
TKM,Turkmenistan,39563379206.0,0.0,0.0,12.0497606,0.0,2016
TLS,Timor-Leste,3765404275.0,0.0,0.0,85.31748487,0.0,2016
TON,Tonga,406237705.3,0.0,0.0,148.78055559999999,0.0,2016
TTO,Trinidad and Tobago,21519267131.0,0.0,0.0,266.0744639,0.0,2016
TUN,Tunisia,48682059522.0,0.0,0.0,73.39886715,0.0,2016
TUR,Turkey,1122510000000.0,41.9,96.16732788,103.31253459999999,0.0,2016
TUV,Tuvalu,39216157.28,0.0,0.0,369.9,0.0,2016
TZA,Tanzania,46576208275.0,0.0,0.0,62.73673628,0.0,2016
UGA,Uganda,27515729480.0,42.8,0.0,206.9018801,0.0,2016
UKR,Ukraine,124162000000.0,25.0,0.0,77.68931796,0.0,2016
URY,Uruguay,48362932954.0,39.7,98.56049347,19.677785399999998,0.0,2016
USA,United States,16972300000000.0,41.5,0.0,35.31830199,0.0,2016
UZB,Uzbekistan,62469088152.0,0.0,99.98657227,74.86577339,0.0,2016
VCT,St. Vincent and the Grenadines,732555979.3,0.0,0.0,281.1358974,0.0,2016
VGB,British Virgin Islands,0.0,0.0,0.0,204.4066667,0.0,2016
VNM,Vietnam,164105000000.0,35.3,0.0,304.99265330000003,0.0,2016
VUT,Vanuatu,777052317.5,0.0,0.0,22.18228056,0.0,2016
WSM,Samoa,738335201.0,0.0,0.0,68.94876325,0.0,2016
XKX,Kosovo,7129075778.0,26.7,0.0,166.82281619999998,0.0,2016
ZAF,South Africa,421266000000.0,0.0,0.0,46.17585917,0.0,2016
ZMB,Zambia,27037168289.0,0.0,0.0,22.31855419,0.0,2016
ZWE,Zimbabwe,17177545688.0,0.0,0.0,41.74838309,0.0,2016
ABW,Aruba,2579895285.0,0.0,0.0,584.8,0.0,2017
AFG,Afghanistan,20744935406.0,0.0,0.0,54.42220537,9.9,2017
AGO,Angola,101673000000.0,0.0,0.0,23.89042512,16.0,2017
ALB,Albania,13986932579.0,0.0,0.0,104.87069340000001,2.2,2017
AND,Andorra,3382068238.0,0.0,0.0,163.75531909999998,0.9,2017
ARG,Argentina,460292000000.0,40.6,0.0,16.17685635,2.0,2017
ARM,Armenia,12364648565.0,33.6,0.0,102.9311556,2.0,2017
ASM,American Samoa,505797356.8,0.0,0.0,278.205,0.0,2017
ATG,Antigua and Barbuda,1382074643.0,0.0,0.0,231.8454545,1.6,2017
AUS,Australia,1375720000000.0,0.0,0.0,3.198361419,0.9,2017
AUT,Austria,432754000000.0,0.0,0.0,106.6074453,0.8,2017
AZE,Azerbaijan,57252727187.0,0.0,0.0,119.19720579999999,2.8,2017
BDI,Burundi,2318490758.0,0.0,0.0,423.0625,21.6,2017
BEL,Belgium,525514000000.0,0.0,0.0,375.9046565,0.8,2017
BEN,Benin,9633652295.0,0.0,0.0,99.11042923,22.2,2017
BFA,Burkina Faso,13161938187.0,0.0,0.0,70.15125,24.7,2017
BGD,Bangladesh,179992000000.0,0.0,72.89296722,1265.036114,4.5,2017
BGR,Bulgaria,58950791932.0,0.0,0.0,65.18005711,1.6,2017
BHR,Bahrain,33058875381.0,0.0,0.0,1918.488357,1.8,2017
BIH,Bosnia and Herzegovina,19533480057.0,0.0,0.0,68.49642578,1.1,2017
BLR,Belarus,62013997099.0,25.4,0.0,46.79224208,1.4,2017
BLZ,Belize,1602145624.0,0.0,0.0,16.42617273,2.8,2017
BMU,Bermuda,0.0,0.0,0.0,1211.870349,0.0,2017
BOL,Bolivia,27881041740.0,44.0,0.0,10.20179082,6.0,2017
BRA,Brazil,2284130000000.0,53.3,0.0,25.04005413,2.4,2017
BRB,Barbados,4754798742.0,0.0,0.0,664.4627907,2.0,2017
BTN,Bhutan,2339922180.0,37.4,0.0,21.17266204,7.4,2017
BWA,Botswana,17240806145.0,0.0,0.0,4.043655708999999,6.2,2017
CAF,Central African Republic,1560913335.0,0.0,0.0,7.478699156,15.5,2017
CAN,Canada,1883710000000.0,0.0,0.0,4.03673422,1.1,2017
CHE,Switzerland,654612000000.0,0.0,0.0,213.85896319999998,0.7,2017
CHI,Channel Islands,0.0,0.0,0.0,834.9192241000001,0.0,2017
CHL,Chile,271896000000.0,46.6,0.0,24.28237822,1.5,2017
CHN,China,10161000000000.0,0.0,0.0,147.6740508,2.4,2017
CMR,Cameroon,36364818793.0,0.0,0.0,50.88474329,28.1,2017
COL,Colombia,373471000000.0,49.7,0.0,44.22317711,2.8,2017
COM,Comoros,1103262670.0,0.0,0.0,437.351947,7.0,2017
CPV,Cabo Verde,1951374147.0,0.0,0.0,135.5801489,2.1,2017
CRI,Costa Rica,48119932948.0,48.3,0.0,96.07851547,1.7,2017
CUB,Cuba,75572286635.0,0.0,0.0,110.40796,1.9,2017
CYM,Cayman Islands,0.0,0.0,0.0,256.4958333,0.0,2017
CYP,Cyprus,25812847682.0,0.0,0.0,127.65703459999999,0.8,2017
CZE,Czech Republic,241074000000.0,0.0,0.0,137.1981093,0.8,2017
DEU,Germany,3883870000000.0,0.0,0.0,236.6780026,0.7,2017
DJI,Djibouti,0.0,41.6,0.0,41.28494392,1.9,2017
DMA,Dominica,457177174.3,0.0,0.0,98.56666667,4.9,2017
DNK,Denmark,359485000000.0,0.0,0.0,137.2941176,0.5,2017
DOM,Dominican Republic,77017184252.0,0.0,0.0,222.87306980000002,3.0,2017
DZA,Algeria,199171000000.0,0.0,0.0,17.34788096,3.8,2017
ECU,Ecuador,87380611574.0,44.7,0.0,66.93854888,2.8,2017
ERI,Eritrea,0.0,0.0,0.0,0.0,12.2,2017
ESP,Spain,1509750000000.0,0.0,0.0,93.26767433,0.8,2017
EST,Estonia,25369490981.0,0.0,0.0,30.30559006,1.2,2017
ETH,Ethiopia,57710624012.0,0.0,0.0,104.95743799999998,13.7,2017
FIN,Finland,261965000000.0,0.0,0.0,18.1244908,0.8,2017
FJI,Fiji,3914472684.0,0.0,0.0,49.56223317,5.1,2017
FRA,France,2874670000000.0,0.0,0.0,122.55438970000002,0.8,2017
FRO,Faroe Islands,0.0,0.0,0.0,35.30802138,0.0,2017
GAB,Gabon,19007559999.0,38.0,0.0,7.859420965,15.0,2017
GBR,United Kingdom,2818700000000.0,0.0,0.0,272.90245110000006,0.8,2017
GEO,Georgia,15923763449.0,37.9,0.0,65.03201652,2.6,2017
GHA,Ghana,50620453225.0,0.0,0.0,126.71894609999998,11.7,2017
GIB,Gibraltar,0.0,0.0,0.0,3457.1,0.0,2017
GIN,Guinea,10480310146.0,0.0,0.0,51.75474524,22.5,2017
GNB,Guinea-Bissau,1123284986.0,0.0,0.0,66.19071835,16.7,2017
GNQ,Equatorial Guinea,14309494798.0,0.0,0.0,45.19390374,17.4,2017
GRC,Greece,247927000000.0,0.0,0.0,83.42537626,1.0,2017
GRD,Grenada,978762255.1,0.0,0.0,317.13235289999994,2.9,2017
GRL,Greenland,0.0,0.0,0.0,0.136852235,0.0,2017
GTM,Guatemala,52841305561.0,0.0,0.0,157.83410790000002,3.9,2017
GUM,Guam,5231963737.0,0.0,0.0,304.1277778,0.0,2017
GUY,Guyana,3011395060.0,0.0,0.0,3.951531623,4.9,2017
HKG,"Hong Kong SAR, China",280346000000.0,0.0,0.0,7039.714286,0.0,2017
HND,Honduras,20481239263.0,50.5,0.0,82.80513898,4.8,2017
HRV,Croatia,63213911836.0,0.0,0.0,73.70498570000001,1.1,2017
HUN,Hungary,153629000000.0,0.0,0.0,108.1184801,1.0,2017
IDN,Indonesia,1090450000000.0,38.1,0.0,145.7251881,5.0,2017
IMN,Isle of Man,0.0,0.0,0.0,147.87192980000003,0.0,2017
IND,India,2660370000000.0,0.0,0.0,450.4186166999999,6.0,2017
IRL,Ireland,358436000000.0,0.0,0.0,69.84062999,0.7,2017
IRQ,Iraq,208595000000.0,0.0,0.0,88.16436008,5.4,2017
ISL,Iceland,17512773948.0,0.0,0.0,3.4254364089999996,0.8,2017
ISR,Israel,299155000000.0,0.0,0.0,402.6478743,0.9,2017
ITA,Italy,2118780000000.0,0.0,0.0,205.8091691,0.7,2017
JAM,Jamaica,13950590008.0,0.0,0.0,266.8789474,2.7,2017
JOR,Jordan,31418663971.0,0.0,0.0,109.28534579999999,4.2,2017
JPN,Japan,6157660000000.0,0.0,0.0,347.77758670000003,0.8,2017
KAZ,Kazakhstan,196030000000.0,27.5,0.0,6.6814001560000005,2.9,2017
KEN,Kenya,58109837754.0,0.0,0.0,87.32449309,10.2,2017
KGZ,Kyrgyz Republic,6637610602.0,27.3,0.0,32.31595412,3.2,2017
KHM,Cambodia,18201700723.0,0.0,0.0,90.67172558,5.0,2017
KIR,Kiribati,200152719.1,0.0,0.0,143.7012346,8.7,2017
KNA,St. Kitts and Nevis,917001323.3,0.0,0.0,212.8653846,2.5,2017
KWT,Kuwait,138762000000.0,0.0,96.03594971,232.12839509999998,1.7,2017
LAO,Lao PDR,11867393084.0,0.0,0.0,29.71473137,14.1,2017
LBN,Lebanon,43200771504.0,0.0,0.0,594.5608016,1.2,2017
LBR,Liberia,2576870498.0,0.0,0.0,49.12693106,16.8,2017
LBY,Libya,46627921660.0,0.0,0.0,3.6228877999999995,5.2,2017
LCA,St. Lucia,1544463475.0,0.0,0.0,293.1868852,2.4,2017
LIE,Liechtenstein,0.0,0.0,0.0,237.0125,0.0,2017
LKA,Sri Lanka,82547720664.0,0.0,91.89575195,341.95503110000004,2.1,2017
LSO,Lesotho,2911879739.0,0.0,0.0,73.56189065,13.2,2017
LTU,Lithuania,47626186104.0,0.0,0.0,45.15186156,1.6,2017
LUX,Luxembourg,63521461701.0,0.0,0.0,245.4057613,0.5,2017
LVA,Latvia,30167432998.0,0.0,0.0,31.23589579,1.4,2017
MAC,"Macao SAR, China",34824298574.0,0.0,0.0,20479.17789,0.0,2017
MAF,St. Martin (French part),0.0,0.0,0.0,590.5330882000001,0.0,2017
MAR,Morocco,119347000000.0,0.0,0.0,80.07972216,3.2,2017
MCO,Monaco,0.0,0.0,0.0,19347.5,0.9,2017
MDA,Moldova,7685763946.0,25.9,0.0,123.65450940000001,2.3,2017
MDG,Madagascar,10788136744.0,0.0,0.0,43.95134926,13.1,2017
MDV,Maldives,3914372497.0,0.0,0.0,1454.433333,2.5,2017
MEX,Mexico,1284250000000.0,0.0,0.0,66.44372335,2.5,2017
MHL,Marshall Islands,185487298.5,0.0,0.0,295.15,6.0,2017
MKD,North Macedonia,10944451376.0,0.0,0.0,82.59952419,1.2,2017
MLI,Mali,14146600519.0,0.0,0.0,15.19597768,22.5,2017
MLT,Malta,12630728477.0,0.0,0.0,1462.496875,0.9,2017
MMR,Myanmar,79495831533.0,0.0,0.0,81.72139554,7.9,2017
MNE,Montenegro,4878416075.0,0.0,0.0,46.2730855,1.1,2017
MNG,Mongolia,12443108088.0,0.0,0.0,1.9797413680000002,4.4,2017
MNP,Northern Mariana Islands,1307544665.0,0.0,0.0,119.87826090000001,0.0,2017
MOZ,Mozambique,15400912190.0,0.0,0.0,37.72836796,14.8,2017
MRT,Mauritania,5761444777.0,0.0,0.0,4.288526244,9.8,2017
MUS,Mauritius,12898941213.0,0.0,0.0,622.962069,1.8,2017
MWI,Malawi,9058581257.0,0.0,0.0,197.5191345,12.8,2017
MYS,Malaysia,364574000000.0,0.0,0.0,96.25403744,2.6,2017
NAM,Namibia,14797041274.0,0.0,0.0,3.077644572,11.7,2017
NCL,New Caledonia,0.0,0.0,0.0,15.34245077,0.0,2017
NER,Niger,8504074484.0,0.0,0.0,16.95535486,39.0,2017
NGA,Nigeria,460457000000.0,0.0,0.0,209.5878334,19.7,2017
NIC,Nicaragua,12536632611.0,0.0,0.0,51.66678577,3.7,2017
NLD,Netherlands,923720000000.0,0.0,0.0,508.4979518999999,0.8,2017
NOR,Norway,482586000000.0,0.0,0.0,14.45257595,0.6,2017
NPL,Nepal,21463958187.0,0.0,0.0,204.4297035,5.3,2017
NRU,Nauru,131162273.8,0.0,0.0,643.8,5.8,2017
NZL,New Zealand,181094000000.0,0.0,0.0,18.20629676,0.9,2017
OMN,Oman,74074382055.0,0.0,96.11154938,14.97984491,2.3,2017
PAK,Pakistan,240857000000.0,0.0,0.0,255.5727934,11.2,2017
PAN,Panama,47232508571.0,49.9,0.0,55.13299704,2.8,2017
PER,Peru,198549000000.0,43.3,94.14961243,25.12928516,3.2,2017
PHL,Philippines,303356000000.0,0.0,0.0,351.8733944,6.2,2017
PLW,Palau,219211286.3,0.0,0.0,47.23695652,3.3,2017
PNG,Papua New Guinea,19822767444.0,0.0,0.0,18.22011659,8.6,2017
POL,Poland,600876000000.0,0.0,0.0,124.0237304,1.0,2017
PRI,Puerto Rico,92066818925.0,0.0,92.38999939,374.85918829999997,0.0,2017
PRT,Portugal,238941000000.0,0.0,0.0,112.44182109999998,0.8,2017
PRY,Paraguay,36294202789.0,48.8,0.0,17.14396426,3.1,2017
PSE,West Bank and Gaza,12136735452.0,0.0,0.0,778.2021595,3.2,2017
PYF,French Polynesia,0.0,0.0,0.0,77.32431694,0.0,2017
QAT,Qatar,173381000000.0,0.0,0.0,227.3222222,1.6,2017
ROU,Romania,216333000000.0,0.0,0.0,85.1181589,1.9,2017
RWA,Rwanda,9338098208.0,0.0,0.0,494.8685448,9.9,2017
SAU,Saudi Arabia,684158000000.0,0.0,0.0,15.32230833,1.7,2017
SDN,Sudan,79411016248.0,0.0,0.0,23.25841751,8.7,2017
SEN,Senegal,22952791256.0,0.0,51.90042114,82.32777749,14.4,2017
SGP,Singapore,309996000000.0,0.0,0.0,7915.730436,0.7,2017
SLB,Solomon Islands,930032625.4,0.0,0.0,21.841479100000004,4.1,2017
SLE,Sierra Leone,3496685933.0,0.0,0.0,104.699529,21.0,2017
SLV,El Salvador,22089971818.0,38.0,88.48271179,307.8114382,4.0,2017
SMR,San Marino,1795929921.0,0.0,0.0,556.6666667000001,0.7,2017
SOM,Somalia,0.0,0.0,0.0,23.5000526,23.8,2017
SRB,Serbia,42079410618.0,0.0,0.0,80.27507432,1.2,2017
SSD,South Sudan,0.0,0.0,0.0,0.0,18.6,2017
SUR,Suriname,4545246714.0,0.0,0.0,3.6115512819999998,3.2,2017
SVK,Slovak Republic,108145000000.0,0.0,0.0,113.1287854,1.2,2017
SVN,Slovenia,53037744699.0,0.0,0.0,102.5910064,0.8,2017
SWE,Sweden,569373000000.0,0.0,0.0,24.69298078,0.8,2017
SWZ,Eswatini,5442504423.0,0.0,0.0,79.49151163,11.2,2017
SXM,Sint Maarten (Dutch part),0.0,0.0,0.0,1209.088235,0.0,2017
SYC,Seychelles,1355489119.0,0.0,0.0,208.3543478,2.4,2017
TCA,Turks and Caicos Islands,0.0,0.0,0.0,37.31157895,0.0,2017
TCD,Chad,12269174946.0,0.0,0.0,11.83290502,26.4,2017
TGO,Togo,5064680352.0,0.0,0.0,143.36631730000002,21.4,2017
THA,Thailand,422941000000.0,36.5,0.0,135.1318542,4.6,2017
TJK,Tajikistan,9101022077.0,0.0,0.0,64.27943656,4.4,2017
TKM,Turkmenistan,42134998872.0,0.0,0.0,12.25304833,3.6,2017
TLS,Timor-Leste,3464086900.0,0.0,0.0,87.17626093,7.8,2017
TON,Tonga,417206123.4,0.0,0.0,150.02777780000002,3.4,2017
TTO,Trinidad and Tobago,21016574011.0,0.0,0.0,266.88596490000003,2.4,2017
TUN,Tunisia,49633854967.0,0.0,0.0,74.22841787,3.0,2017
TUR,Turkey,1206040000000.0,0.0,0.0,104.9140756,2.1,2017
TUV,Tuvalu,40487383.96,0.0,0.0,373.0666667,4.7,2017
TZA,Tanzania,49736720778.0,0.0,0.0,64.69859901,11.5,2017
UGA,Uganda,28578668646.0,0.0,0.0,213.75901659999997,13.7,2017
UKR,Ukraine,127296000000.0,0.0,0.0,77.38979613,1.7,2017
URY,Uruguay,49647783476.0,39.5,98.61572266,19.75059993,1.7,2017
USA,United States,17348600000000.0,0.0,0.0,35.54522707,1.3,2017
UZB,Uzbekistan,65779949823.0,0.0,0.0,76.13352139,3.4,2017
VCT,St. Vincent and the Grenadines,738855566.8,0.0,0.0,281.7871795,3.7,2017
VGB,British Virgin Islands,0.0,0.0,0.0,207.9733333,0.0,2017
VNM,Vietnam,175284000000.0,0.0,0.0,308.1265521,2.7,2017
VUT,Vanuatu,812024958.1,0.0,0.0,22.66152584,5.0,2017
WSM,Samoa,758305683.8,0.0,0.0,69.41342756,3.5,2017
XKX,Kosovo,7430486581.0,29.0,0.0,168.15467990000002,0.0,2017
ZAF,South Africa,426813000000.0,0.0,0.0,46.75428534,7.5,2017
ZMB,Zambia,27957288779.0,0.0,0.0,22.99483447,13.5,2017
ZWE,Zimbabwe,17985583517.0,0.0,0.0,42.72949205,14.1,2017
